"","JARAS_NEV","REGIO_NEV","MEGYE_NEV","VON_IDO","TYWM101","TYWM102","TYWM103","TYWM104","TYWM105","TYWM106","TYWM107","TYWM302","TYWM303","TYWM304","TYWM305","TYWM201","TYWM202","TYWM203","TYWM204","TYWM205","TYWM301","TYWM401","TYWM402","TYWM403","TYWM404","TYWM405","TYWM406","TYWF103","TYWW701","TYWW702","TYWW801","TYWW802","TYWW803","TYWW804","TYWW403","TYWW404","TYWW405","TYWW601","TYWW602","TYWW101","TYWW102","TYWW103","TYWW104","TYWW603","TYWW201","TYWW202","TYWW203","TYWW204","TYWW604","TYWW605","TYWW606","TYWW607","TYWW007","TYWW401","TYWW402","TYWW307","TYWW308","TYWW309","TYWW301","TYWW302","TYWW303","TYWW304","TYWW305","TYWW306","TYWX002","TYWG102","TYWJ111","TYWH301","TYWK001","TYWH204","TYWH203","TYWA002","TYWK002","TYWJ109","TYWK101","TYWH201","TYWH108","TYWH202","TYWA001","TYWB001","TYWH102","TYWH104","TYWH103","TYWP010","TYWP011","TYWH106","TYWB101","TYWB107","TYWP009","TYWH107","TYWL001","TYWJ107","TYWH105","TYWJ110","TYWH001","TYWL002","TYWP007","TYWG004","TYWG009","TYWP002","TYWP001","TYWG010","TYWG005","TYWG101","TYWP006","TYWC001","TYWF001","TYWL003","TYWG002","TYWB108","TYWL004","TYWL008","TYWG006","TYWQ001","TYWH003","TYWP005","TYWG007","TYWP004","TYWP003","TYWP008","TYWB201","TYWP012","TYWB301","TYWB305","TYWL005","TYWQ002","TYWH002","TYWQ003","TYWL007","TYWR001","TYWG008","TYWL006","TYWG001","TYWX001","TYWH101","TYWH004","TYWH005","TYWJ105","TYWJ106","TYWJ013","TYWJ012","TYWJ011","TYWR003","TYWA201","TYWA102","TYWA101","TYWZ006","TYWZ007","TYWZ008","TYWJ001","TYWJ002","TYWZ004","TYWZ005","TYWZ003","TYWZ009","TYWR002","TYWZ002","TYWZ001","TYWJ104","TYWO041","TYWO042","TYWO043","TYWO044","TYWO045","TYWO046","TYWO047","TYWO048","TYWO049","TYWO050","TYWO051","TYWO052","TYWO065","TYWO066","TYWO067","TYWO068","TYWO069","TYWO070","TYWO053","TYWO054","TYWO055","TYWO056","TYWO057","TYWO058","TYWO059","TYWO060","TYWO061","TYWO062","TYWO063","TYWO064","TYWO034","TYWO071","TYWO072","TYWO035","TYWO036","TYWO037","TYWO038","TYWO039","TYWO040","TYWO073","TYWO074","TYWO075","TYWO076","TYWJ101","TYWN005","TYWJ113","TYWE015","TYWE016","TYWE020","TYWE018","TYWE017","TYWE012","TYWE019","TYWE021","TYWE013","TYWE014","TYWI001","TYWI002","TYWI003","TYWI004","TYWI005","TYWL009","TYWL010"
"1858","Békési","Dél-Alföld","Békés",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.87373091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,719.10511364,30.51862947,6.20180427,47.08255588,82.26181255,74.71886837,64.51822917,4798.14285714,31.61937654,42.85714286,9.21072797,271.00497159,NA,206.48674242,63.94844065,9.64725379,1138.61928616,NA,NA,17.75431862,11.90019194,79.73538039,18.85061553,18.55948869,16.26679463,NA,101.22964242,31.17872987,116.12057667,71.42857143,34.92690578,864.10984848,7.43761996,0.14796402,40.99107533,72.2168906,61.67140152,49.39149972,260.73833874,0.59185606,0.71976967,-4.8828125,98.55003424,544.02739726,209.61742495,19.12100457,20.84139697,2633,84.85401596,494.68533828,77.93796418,4.36660269,7.70141744,90.45105566,27.20729367,8.92514395,-9.20336174,1.53550864,7.69412879,1.47964015,55825.17045285,1240.82638772,95.59383386,2508.31446112,NA,372.97168547,9.61742495,123.41084348,477.05957662,1171.875,2066.69891433,17.65586969,108.91335682,151.53072881,27.10364388,NA,NA,NA,298.38925775,166.88756351,21.05091839,35.1313648,25.49019608,47.05882353,17.64705882,15735.13333333,6050.66666667,14.58897788,9.80392157,4.76374788,15.68627451,281.26953881,NA,19.35272576,15.25320317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.57943925,312096,NA,0,0,0,0,0,0,0,0,0,0,1560,32.9,23,7,32,NA,NA
"1859","Kazincbarcikai","Észak-Magyarország","Borsod-Abaúj-Zemplén",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.01651475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1220.92780492,35.16853111,3.65779826,87.17638795,87.24511931,119.76449956,76.96354754,2702.81818182,33.8199186,40.90909091,10.56222222,363.50745334,22.87416831,286.5439058,174.02323744,10.13821036,935.92527789,28.17644238,35.2177292,18.48242255,12.21719457,71.03897053,18.42248111,19.20818802,11.38183084,30.10528625,52.13413609,26.90121422,118.67734152,59.09090909,28.69464278,629.67138503,2.47128437,0.21712806,50.51180815,65.92412113,47.9853021,39.829641,250.91248217,1.83723746,0.73094326,-7.01490668,108.47263799,112.90981432,217.3795423,17.70730307,36.99841916,3629,70.36824781,471.26219108,85.42077941,3.02819353,8.48507931,90.77619213,33.31012879,7.30943265,-8.28427074,2.78454577,7.33224769,1.93745042,325638.22273048,1451.25638355,93.12349199,3079.50947693,NA,341.88221049,9.65855085,150.73492314,460.02488985,2064.386822,2020.63888119,7.70271258,66.13284259,177.44234124,36.83418948,NA,NA,NA,322.39077058,131.89007291,22.98332001,30.31271752,34.56790123,23.45679012,24.69135802,14143.03225806,6728.71428571,11.43587501,17.28395062,4.03619118,12.34567901,236.85715247,0.5045239,15.97659009,33.62172818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.35294118,362497,187.06417805,19.62,57.67,0,0,42.33,22.82,54.38,45.62,57.56,0,584,12.4,17,3,16,NA,NA
"1860","Kunszentmiklósi","Dél-Alföld","Bács-Kiskun",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.85065597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1149.66056016,28.6464192,3.01814968,39.16785742,91.93548387,38.98270392,19.50329205,3269.11111111,34.87186459,22.22222222,10.69856459,278.18715246,NA,258.6838604,38.219324,12.92941698,1318.15775543,NA,NA,20.51425377,9.22302963,70.82864642,15.69269607,15.78581363,18.55785355,NA,47.58344096,25.40275984,124.00449944,22.22222222,32.27305291,808.51499335,8.94354388,1.2622386,45.03187102,72.83398547,61.0309419,45.24184477,253.8207724,NA,0.72666294,9.27915942,106.72286044,92.01687764,220.63742032,15.60302685,30.5893549,341,83.03907012,506.30127995,71.43607049,3.24203466,7.96166805,91.83901621,26.43935159,7.09893795,-2.76327909,1.78870878,7.88046259,1.15989493,108367.88797498,1404.65808992,88.97637795,2774.35223958,300,420.1617837,9.72628421,146.65896268,453.23227517,1623.85289803,2340.40880503,17.54030746,80.10917489,124.85057777,15.78850724,NA,NA,NA,274.21657263,129.94337979,24.34395377,31.63335631,19.44444444,27.77777778,30.55555556,19073.33333333,8619.25,10.53633336,22.22222222,3.39881721,2.77777778,142.0025831,0.33988172,14.27503229,21.27211457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.04477612,342899,NA,55.72,82.63,3.93,7.31,17.37,4.72,88.72,0.04,15.76,23.8,1755,33.9,26,7,29,NA,NA
"1861","Sarkadi","Dél-Alföld","Békés",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.98682003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1043.32912508,37.23301905,7.17948718,30.91510938,85.01971091,30.34229771,18.69893523,1896.81818182,31.00886652,36.36363636,8.56291391,208.87544365,NA,190.17650842,36.54307582,8.62294848,1154.11255411,NA,NA,21.46892655,6.55367232,66.67308062,18.67511493,18.2581527,13.89830508,NA,71.8907261,29.2211838,96.52684241,54.54545455,33.65093733,404.94509421,17.62711864,0.0476406,43.93881085,74.80225989,42.1619304,47.65249182,257.92917629,1.42921798,0.2259887,-4.76405993,98.72993051,78.38823529,200.74081201,19.07242871,52.7198658,81,83.52896459,470.6118803,41.12949779,3.38983051,3.09835917,92.20338983,24.63276836,5.19774011,-10.05216646,0.79096045,6.7649651,1.00045259,59180.4457225,1073.23206789,97.36386377,2280.50355889,NA,314.8813803,8.40869733,148.71794872,498.1548047,1367.28520045,2214.59184691,56.23436598,141.18596491,325.13608087,36.66964685,NA,NA,NA,268.24826264,162.22547584,19.94015035,32.3480038,16.66666667,33.33333333,38.88888889,15193.66666667,9324,8.14761562,11.11111111,2.39635754,16.66666667,210.20848311,NA,10.54397316,41.70676933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.9047619,274669,NA,0,0,0,0,0,0,0,0,0,0,1546,26.9,26,5,20,NA,NA
"1862","Siófoki","Dél-Dunántúl","Somogy",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.17972281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1740.02144192,29.48162638,2.20404199,86.35963777,79.79635584,215.97897553,220.95615791,2230.75,27.81202137,33.33333333,10.10674157,608.27126877,4.0275255,387.31511086,81.48238338,7.41928445,918.39147741,21.07545533,11.11882047,13.92405063,13.94239589,89.51376275,13.9657119,15.02878497,14.3276463,4.0275255,56.03496582,25.97594232,180.86838061,62.5,48.98150871,1018.96566446,2.99027701,10.30350756,31.83945787,62.42891213,103.43355376,61.36998742,309.35814358,192.02853863,0.45863144,37.02052163,196.4959468,121.94227188,187.01271482,13.02418778,44.82797265,9315,82.16117004,471.4478924,79.53751572,2.88020547,28.33384372,93.02880205,36.65382499,5.17336269,-6.54642745,4.45789763,5.21816681,1.63186308,103677.7615899,1397.82010294,86.50621769,2964.95143039,1857,447.73805521,6.7905547,109.21214838,534.72300049,2552.15794917,1626.35431352,6.96870197,93.97321036,53.49431568,7.33945501,NA,NA,NA,350.1625014,190.51494525,19.9321634,37.97375018,45.87155963,20.18348624,17.43119266,12431,5179,20.73293735,16.51376147,8.96559453,3.66972477,257.8729127,0.74713288,30.44566476,10.77199282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.47513812,389573,412.51980531,15.77,63.82,74.12,0.56,36.18,6.67,24.71,0.61,33.4,44.16,1033,24.5,23,2,10,NA,NA
"1863","Dabasi","Pest","Pest",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.29584085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,658.53610011,21.95842674,2.97903568,55.02328763,90.20446981,39.738973,28.87213258,4583.54545455,37.62470497,45.45454545,11.23229462,298.92565108,NA,270.05351849,82.10761163,11.65867537,1392.29433761,NA,NA,17.77337298,11.44697721,76.29916446,13.48904761,14.06550272,15.7251404,NA,39.66758563,22.6402745,103.89749338,45.45454545,33.20016712,493.40469132,3.99735712,3.10367467,30.46668025,39.84142716,120.44645166,63.40941512,297.52877106,33.62314227,1.25536835,7.71939598,100.75566751,75.19758065,256.87283473,12.9427265,19.83379282,154,88.29921907,505.11766758,87.31404117,5.89692765,17.38236247,87.90882061,59.81169475,9.11793855,-1.83037224,3.86521308,7.81887273,1.01466287,65778.77387493,1590.23359051,95.11921744,3148.24385002,NA,474.8805014,6.12390463,74.17838513,389.2976854,1171.83614189,3377.28632374,7.80517628,90.20130704,108.42871145,6.96746376,NA,NA,NA,394.59330808,108.85403803,24.16880559,26.30872083,31.76470588,25.88235294,30.58823529,13543.53846154,7020,13.28864119,11.76470588,7.7351792,11.76470588,298.12173982,2.97506892,23.99888931,24.02511167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.64748201,364428,83.16256491,92.17,69.15,0,0,30.85,0,100,0,0,7.83,1940,31.7,13,15,122,NA,NA
"1864","Jászapáti","Észak-Alföld","Jász-Nagykun-Szolnok",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.74768773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1522.04056625,34.01174703,4.26557144,45.61557535,90.65637066,136.53219825,33.30753604,3435.77777778,37.96649635,0,10.76793249,335.43903776,NA,302.13150173,56.79493066,12.31820967,1291.25729443,NA,NA,19.43410276,10.72226359,64.36962164,18.21934152,18.78336519,16.4556962,NA,42.04126512,25.99767156,103.06652097,22.22222222,31.02512012,580.43919899,9.6798213,0.41920609,42.15271138,67.23752792,43.30721357,49.76096162,257.72801748,2.57972977,0.67014147,2.19277031,86.66968501,209.31666667,211.18699631,17.67899987,29.10549124,NA,81.80481977,475.94538786,74.77803579,3.57408786,4.57359174,91.51154133,31.79448995,7.59493671,-5.90113186,1.34028295,6.80403728,1.54783786,67793.15697562,1288.7085709,95.38997405,2707.68160332,NA,340.82530237,8.086327,130.13388526,473.51400298,2099.25510303,2417.99748194,20.61193826,72.38195269,247.95266801,21.82793426,NA,NA,NA,265.86249272,111.63697105,27.60387315,30.81612788,31.57894737,21.05263158,28.94736842,23586.9,9843,11.64219649,18.42105263,6.79128129,2.63157895,257.06616648,0.64678869,19.08026648,61.19862394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.95973154,329935,NA,48.97,67.87,0,2.55,32.13,0,97.45,0,0,51.03,1307,39.7,34,10,31,NA,NA
"1865","Sárospataki","Észak-Magyarország","Borsod-Abaúj-Zemplén",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.78685789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1092.47853257,26.72157839,3.40955216,48.31023365,80,85.08294744,72.51719642,1385.8125,33.915122,18.75,8.05288462,296.08416131,7.15448712,223.56696489,46.42199146,10.96974329,1211.16193962,24.63186078,28.05383734,15.46649969,12.71133375,52.34172972,16.13990918,17.09880869,13.46274264,8.36126808,135.29968881,27.52446669,118.2836893,50,27.5619296,710.33583599,10.95804634,0.22478982,36.63442199,61.4902943,71.79786899,56.17278039,280.56141023,1.34873893,1.12711334,-6.87856854,125.37771163,200.10126582,212.36471602,15.25063905,85.68980291,96847,87.45324775,495.799389,78.46949526,4.63368817,7.53389008,89.22980589,37.94614903,9.07952411,-5.17016589,1.69067001,7.552938,1.12394911,168479.68249673,1374.53462322,88.53558088,2772.36046213,77,406.57556488,7.19279762,348.93789744,470.88801696,1591.51193634,2119.51417004,10.06608562,63.84352496,205.20145852,26.30617978,NA,NA,NA,282.77634961,160.11600136,20.14571448,32.25651248,26.66666667,30,26.66666667,15948.54545455,6684.8,13.07896992,16.66666667,5.41198755,10,304.55959951,NA,18.49095747,26.74591382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.09677419,324702,264.80240975,69.14,99.93,4.61,1.96,0.07,2.13,92.87,0.56,8.57,20.16,1235,19.4,18,5,28,NA,NA
"1866","Nyírbátori","Észak-Alföld","Szabolcs-Szatmár-Bereg",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.76681701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1773.11380496,33.17592929,4.0326883,46.74004253,83.15946349,18.45003317,18.38007358,2061.9,40.59362724,35,9.64136126,249.26602738,0.73253421,230.8859538,59.25340537,12.85809059,941.52920427,26.44628099,17.34710744,20.09259259,8.05555556,58.35452234,13.99191846,13.02625062,13.14814815,0.73253421,70.32348805,21.01944808,99.2916818,55,28.75821724,492.12954587,18.19444444,1.92991979,40.78580942,71.06481481,52.10783427,51.08972031,262.18666342,20.74663772,0.37037037,-10.59043484,114.21504438,66.67156863,249.6549219,14.90887713,38.79916582,3981,84.70990509,470.78957785,65.29240828,3.37962963,6.5265095,91.85185185,28.10185185,6.62037037,-1.13382788,1.15740741,7.98504312,1.13382788,128253.06755905,1151.86581135,87.57113452,2446.66803502,400,351.95693293,8.12447027,104.5395024,400.55288811,2342.44014233,2549.90549357,22.27872624,80.77236903,342.73310071,54.28893989,NA,NA,NA,196.49352539,93.38075192,24.67760424,23.0441324,30.88235294,35.29411765,17.64705882,16772.8,4294.5,15.76216111,16.17647059,5.57738009,17.64705882,169.16436297,NA,21.3395412,39.56931359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,293898,NA,0,0,0,0,0,0,0,0,0,0,2743,13.9,9,3,37,NA,NA
"1867","Orosházi","Dél-Alföld","Békés",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.58641617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,634.62216477,29.37373737,4.65706846,46.64826125,68.77718705,60.82329939,45.20561117,5808.375,30.62388362,50,8.88918919,278.68032778,NA,233.47471661,64.79126579,8.01290612,1090.18417533,NA,NA,18.57049608,12.17362924,78.53737374,18.8890907,18.5798422,12.43472585,NA,47.34542794,30.43880603,108.51313131,62.5,36.34910629,489.32146711,7.73498695,0.36325174,45.49090909,72.12793734,65.47078494,46.02020202,256.12558666,13.46168228,0.65274151,-4.59406618,151.07495642,225.18340611,187.74545455,19.17537651,19.36858416,1345,82.47956789,500.71817281,76.75151515,3.88381201,7.49583627,91.28590078,26.86031332,8.90992167,-10.87618457,1.72976501,7.84196412,1.83762647,67596.35870618,1396.17236147,93.91111111,2788.33970345,500,380.91548841,8.48888889,101.98635591,532.6360643,912.40291029,1965.22321927,17.15959596,74.37039377,112.1358305,10.00760351,NA,NA,NA,260.48593626,186.30390836,20.14115092,37.52375136,25.80645161,32.25806452,22.58064516,12924.71111111,6314.14285714,13.34280242,19.35483871,3.44330385,12.90322581,202.55234898,NA,16.78610627,17.43817375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.2642487,345922,214.74588404,0,0,0,0,0,0,0,0,0,0,2444,37.8,22,10,46,NA,NA
"1868","Békéscsabai","Dél-Alföld","Békés",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.73990224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,918.89297712,31.01091503,4.60123489,68.65049673,82.58508327,108.01727724,98.40345545,8637.77777778,29.34139439,33.33333333,9.45486726,325.93952968,NA,227.53607423,122.20196177,8.30587106,1024.68882139,NA,NA,17.46776084,17.5996483,85.64215036,16.40697488,16.33995888,10.87338804,NA,96.47543092,30.13377926,116.83158217,55.55555556,37.58694609,1307.95072788,3.9126612,0.69108943,42.98174028,64.43434936,87.33322668,48.30664082,265.34972273,12.03007519,0.39566237,-3.0075188,175.19938256,154.23972603,198.25563603,16.46564656,18.00874711,25505,79.79405075,508.64508016,83.68866673,3.22391559,12.75302762,91.35404455,34.43728019,7.13657679,-8.10110382,2.84290739,7.28203487,1.76611742,104585.79881657,1548.40130776,93.43823319,3044.16845488,638,398.19912529,8.71161889,143.40108052,504.39927965,1537.03407455,1918.95136645,9.74956646,95.92241589,54.07958775,13.74039091,NA,NA,NA,323.81013635,179.9960012,20.11381002,36.20405373,30.3030303,33.33333333,19.6969697,10758.32876712,5463.91666667,18.52328274,16.66666667,4.24491896,10.60606061,313.49369694,0.12863391,22.89683561,13.19633323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.84245077,366732,NA,0,50,0,0,50,0,100,0,0,100,2747,29.3,17,7,39,NA,NA
"1869","Cigándi","Észak-Magyarország","Borsod-Abaúj-Zemplén",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.69482611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750.79976497,22.76652536,3.62237854,40.65902505,91.24183007,25.75569629,22.08657048,1014.06666667,45.88784432,26.66666667,9.20945946,201.10334922,NA,179.01677874,39.00556453,14.297839,994.15744157,NA,NA,21.14014252,6.65083135,51.05982101,15.40771692,13.99333028,16.152019,NA,124.90960489,21.24778121,96.20034542,46.66666667,20.64372919,953.18926683,19.71496437,NA,35.93970796,68.88361045,27.48580009,58.14099545,271.86371487,NA,NA,-13.97140432,71.0012491,86.95205479,238.82870152,16.81767812,65.74189731,6007,87.06955566,474.11493695,44.82650338,4.03800475,2.7388609,92.63657957,29.45368171,4.51306413,-1.10987791,1.18764846,7.44271071,0.65286936,78134.24495431,915.75072745,89.55880044,1931.49520522,NA,275.78725922,5.91929659,115.50851358,418.71014397,1168.63615591,2267.99412437,44.73229706,64.60595447,485.71147024,65.46295323,NA,NA,NA,206.36381566,82.5613079,29.8040808,24.60663892,9.09090909,27.27272727,36.36363636,15581.52941176,NA,6.57418973,27.27272727,1.97225692,9.09090909,144.82939978,NA,8.54644665,54.49672424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,236816,NA,0,0,0,0,0,0,0,0,0,0,801,34.1,31,7,21,NA,NA
"1870","Pásztói","Észak-Magyarország","Nógrád",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.65279198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1296.70366021,34.87616434,2.94864606,43.78959009,85.32338308,43.02608293,32.76823076,1166.11538462,33.93911409,38.46153846,11.05882353,292.67792461,NA,259.90969385,54.96655124,10.75073188,1202.48246087,NA,NA,17.1,12.45,66.90013719,16.44034998,16.24248191,17.95,NA,118.73742538,26.82146509,103.81977038,61.53846154,25.7498222,1065.14943517,4.55,0.6615835,35.8942884,61.2,66.15835001,57.47707416,279.78007668,9.262169,0.15,9.5268024,92.68115703,59.88198758,218.92555419,16.62799691,89.05306903,3803,84.88150184,482.24764777,53.57787566,2.75,6.67589539,91.3,38.3,9.15,-5.6896181,3.1,6.3512016,1.4554837,48421.78172103,1381.50739272,92.72871687,2864.72603671,NA,402.25601108,6.62863745,79.22424882,456.7762789,1706.88543028,2493.87953818,39.15084122,61.65363881,219.99475891,28.61513434,NA,NA,NA,271.31501699,143.64168355,22.79162819,32.73827844,37.77777778,28.88888889,17.77777778,12590.75862069,6935.5,17.15096144,15.55555556,4.28774036,8.88888889,261.28830107,NA,21.4387018,37.74442929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.42857143,346708,192.85159028,78.34,66.18,85.21,0,33.82,0,11.78,3.01,5.76,15.89,680,33.7,36,8,23,NA,NA
