ELEM_KOD;TELEP_NEV;JARAS_NEV;MEGYE_NEV;REGIO_NEV;NAGYREGIO_NEV;VALUE;
1634;Besnyő;Dunaújvárosi;Fejér;Közép-Dunántúl;Dunántúl;1914;
1416;Harc;Szekszárdi;Tolna;Dél-Dunántúl;Dunántúl;1610;
0974;Felsődobsza;Gönci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1066;
2690;Sárisáp;Esztergomi;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;1961;
1108;Cún;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;858;
2777;Óhíd;Zalaszentgróti;Zala;Nyugat-Dunántúl;Dunántúl;1366;
0660;Somogyszentpál;Marcali;Somogy;Dél-Dunántúl;Dunántúl;673;
1809;Zalaszentjakab;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;880;
0759;Tiszavasvári;Tiszavasvári;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1335;
2472;Rábapordány;Csornai;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;2143;
1026;Hahót;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;1451;
2216;Szentistván;Mezőkövesdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1375;
2233;Komlódtótfalu;Csengeri;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;976;
0992;Hetes;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;1693;
0650;Átány;Hevesi;Heves;Észak-Magyarország;Alföld és Észak;632;
2529;Regenye;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;988;
2419;Fácánkert;Tolnai;Tolna;Dél-Dunántúl;Dunántúl;1439;
3228;Csengele;Kisteleki;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;884;
3131;Győrság;Győri;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;2201;
2815;Kisszállás;Kiskunhalasi;Bács-Kiskun;Dél-Alföld;Alföld és Észak;1279;
2484;Heresznye;Barcsi;Somogy;Dél-Dunántúl;Dunántúl;728;
1832;Vásárosnamény;Vásárosnaményi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1559;
0569;Váckisújfalu;Váci;Pest;Pest;Közép-Magyarország;1940;
0614;Patalom;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;1108;
0872;Győrasszonyfa;Pannonhalmi;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;1934;
1466;Pilismarót;Esztergomi;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;1681;
2617;Hajdúbagos;Derecskei;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;1303;
2193;Cserháthaláp;Balassagyarmati;Nógrád;Észak-Magyarország;Alföld és Észak;1389;
0334;Ivándárda;Mohácsi;Baranya;Dél-Dunántúl;Dunántúl;1162;
2989;Porpác;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;1641;
2924;Kesznyéten;Tiszaújvárosi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1018;
2143;Veszprémfajsz;Veszprémi;Veszprém;Közép-Dunántúl;Dunántúl;1635;
1292;Csaholc;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;848;
0402;Himod;Kapuvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;1156;
3040;Lőrinci;Hatvani;Heves;Észak-Magyarország;Alföld és Észak;1889;
2242;Tormás;Hegyháti;Baranya;Dél-Dunántúl;Dunántúl;862;
0560;Szederkény;Bólyi;Baranya;Dél-Dunántúl;Dunántúl;1510;
0532;Herencsény;Balassagyarmati;Nógrád;Észak-Magyarország;Alföld és Észak;1377;
0684;Sóskút;Érdi;Pest;Pest;Közép-Magyarország;2208;
0516;Tömörd;Kőszegi;Vas;Nyugat-Dunántúl;Dunántúl;2117;
3335;Terem;Nyírbátori;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1542;
2594;Egyházasrádóc;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;2008;
1779;Patapoklosi;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;634;
3186;Tiszavárkony;Szolnoki;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;1726;
1542;Rábatamási;Csornai;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;1733;
1270;Háromhuta;Sárospataki;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1418;
2489;Szigliget;Tapolcai;Veszprém;Közép-Dunántúl;Dunántúl;1899;
2766;Dubicsány;Putnoki;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1970;
2873;Gagyapáti;Encsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1367;
0827;Cák;Kőszegi;Vas;Nyugat-Dunántúl;Dunántúl;1376;
1692;Pusztaapáti;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;819;
2598;Vassurány;Szombathelyi;Vas;Nyugat-Dunántúl;Dunántúl;2137;
2344;Zaránk;Hevesi;Heves;Észak-Magyarország;Alföld és Észak;1344;
1521;Marócsa;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;706;
2769;Maklár;Egri;Heves;Észak-Magyarország;Alföld és Észak;1851;
1400;Nyíracsád;Nyíradonyi;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;1467;
1019;Szarvasgede;Pásztói;Nógrád;Észak-Magyarország;Alföld és Észak;1686;
3341;Perkupa;Edelényi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1146;
1628;Mindszentgodisa;Hegyháti;Baranya;Dél-Dunántúl;Dunántúl;1032;
2237;Nagyigmánd;Komáromi;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;2251;
1510;Szenna;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;1591;
2936;Csömödér;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;1193;
1065;Fertőhomok;Soproni;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;1170;
2141;Üllés;Mórahalmi;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;1430;
1636;Kisvásárhely;Zalaszentgróti;Zala;Nyugat-Dunántúl;Dunántúl;1388;
1836;Becsvölgye;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;1559;
2767;Magyaralmás;Móri;Fejér;Közép-Dunántúl;Dunántúl;2281;
1064;Csertalakos;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;549;
1530;Kápolna;Füzesabonyi;Heves;Észak-Magyarország;Alföld és Észak;1443;
0585;Kunadacs;Kunszentmiklósi;Bács-Kiskun;Dél-Alföld;Alföld és Észak;1197;
2722;Kálmánháza;Nyíregyházi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1510;
1899;Ferencszállás;Szegedi;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;1612;
1197;Bikács;Paksi;Tolna;Dél-Dunántúl;Dunántúl;1101;
2861;Drávacsehi;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;910;
2036;Pornóapáti;Szombathelyi;Vas;Nyugat-Dunántúl;Dunántúl;1360;
2692;Ásványráró;Mosonmagyaróvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;1773;
0875;Tát;Esztergomi;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;2203;
2430;Pannonhalma;Pannonhalmi;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;1975;
2454;Tiszaalpár;Tiszakécskei;Bács-Kiskun;Dél-Alföld;Alföld és Észak;1464;
0962;Tiszatenyő;Törökszentmiklósi;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;1454;
3091;Vanyarc;Pásztói;Nógrád;Észak-Magyarország;Alföld és Észak;1472;
1321;Tunyogmatolcs;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1219;
1648;Szápár;Zirci;Veszprém;Közép-Dunántúl;Dunántúl;1998;
1071;Bácsalmás;Bácsalmási;Bács-Kiskun;Dél-Alföld;Alföld és Észak;1278;
2249;Ormándlak;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;1263;
1253;Gyűrűs;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;684;
0725;Hosztót;Sümegi;Veszprém;Közép-Dunántúl;Dunántúl;1529;
1567;Pósfa;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;1920;
3306;Ibafa;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;751;
0718;Sarud;Füzesabonyi;Heves;Észak-Magyarország;Alföld és Észak;900;
0445;Nagylengyel;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;2096;
2385;Ászár;Kisbéri;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;2515;
2072;Balatonfenyves;Fonyódi;Somogy;Dél-Dunántúl;Dunántúl;1550;
0671;Nádasd;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;1766;
0855;Tiszakanyár;Kisvárdai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1133;
2683;Iliny;Balassagyarmati;Nógrád;Észak-Magyarország;Alföld és Észak;1738;
2487;Homokkomárom;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;1277;
2287;Böde;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;1414;
2029;Kiskunfélegyháza;Kiskunfélegyházi;Bács-Kiskun;Dél-Alföld;Alföld és Észak;1720;
1963;Páli;Csornai;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;1151;
3198;Márokföld;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;1914;
3163;Iván;Soproni;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;1409;
0661;Börcs;Győri;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;2544;
2054;Szalapa;Zalaszentgróti;Zala;Nyugat-Dunántúl;Dunántúl;1075;
0301;Szebény;Mohácsi;Baranya;Dél-Dunántúl;Dunántúl;962;
0321;Sajóivánka;Kazincbarcikai;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;2315;
0641;Kákics;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;960;
1334;Gerényes;Hegyháti;Baranya;Dél-Dunántúl;Dunántúl;609;
1562;Somogysámson;Marcali;Somogy;Dél-Dunántúl;Dunántúl;716;
2761;Zimány;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;1444;
1452;Heves;Hevesi;Heves;Észak-Magyarország;Alföld és Észak;1489;
0697;Cserépfalu;Mezőkövesdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1805;
0695;Fehértó;Győri;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;1723;
2557;Cserépváralja;Mezőkövesdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1819;
1936;Bábolna;Komáromi;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;2550;
0506;Györgytarló;Sárospataki;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;947;
1155;Szécsisziget;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;1411;
2859;Pusztaszer;Kisteleki;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;1181;
2077;Csobaj;Tokaji;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1021;
2010;Kőszegszerdahely;Kőszegi;Vas;Nyugat-Dunántúl;Dunántúl;1556;
0667;Ajka;Ajkai;Veszprém;Közép-Dunántúl;Dunántúl;1889;
1769;Tiszasüly;Szolnoki;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;1089;
1937;Mátranovák;Bátonyterenyei;Nógrád;Észak-Magyarország;Alföld és Észak;1661;
2139;Sümegcsehi;Zalaszentgróti;Zala;Nyugat-Dunántúl;Dunántúl;1468;
3229;Nyírábrány;Nyíradonyi;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;1189;
0789;Halimba;Ajkai;Veszprém;Közép-Dunántúl;Dunántúl;1619;
2712;Galgamácsa;Aszódi;Pest;Pest;Közép-Magyarország;1911;
3326;Bélapátfalva;Bélapátfalvai;Heves;Észak-Magyarország;Alföld és Észak;1464;
2853;Vajszló;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;1184;
1856;Zalaszentbalázs;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;1463;
2500;Sáránd;Derecskei;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;1389;
2202;Fonó;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;1045;
2542;Magyarszombatfa;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;1129;
2132;Balatonszentgyörgy;Marcali;Somogy;Dél-Dunántúl;Dunántúl;1354;
1256;Dunafalva;Bajai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;1087;
3214;Vindornyafok;Keszthelyi;Zala;Nyugat-Dunántúl;Dunántúl;840;
2644;Maglóca;Csornai;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;951;
3328;Zalaszántó;Keszthelyi;Zala;Nyugat-Dunántúl;Dunántúl;1221;
0285;Geresdlak;Pécsváradi;Baranya;Dél-Dunántúl;Dunántúl;1235;
0441;Nyésta;Szikszói;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;852;
0400;Zalacsány;Keszthelyi;Zala;Nyugat-Dunántúl;Dunántúl;1234;
1555;Sand;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;998;
0409;Helvécia;Kecskeméti;Bács-Kiskun;Dél-Alföld;Alföld és Észak;2054;
3320;Kisecset;Rétsági;Nógrád;Észak-Magyarország;Alföld és Észak;1170;
1556;Balatonudvari;Balatonfüredi;Veszprém;Közép-Dunántúl;Dunántúl;1795;
0626;Hosszúpályi;Derecskei;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;1174;
0541;Magyarmecske;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;928;
2641;Bakonyszücs;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;1497;
3383;Dunaalmás;Tatai;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;2031;
1139;Pilisszentiván;Pilisvörösvári;Pest;Pest;Közép-Magyarország;2180;
3378;Nagyvarsány;Vásárosnaményi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1569;
3193;Illocska;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;796;
1329;Galgagyörk;Váci;Pest;Pest;Közép-Magyarország;1738;
1546;Nagyhuta;Sátoraljaújhelyi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1124;
2099;Kemenespálfa;Celldömölki;Vas;Nyugat-Dunántúl;Dunántúl;1862;
1281;Mezőörs;Győri;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;2042;
2963;Epöl;Esztergomi;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;1871;
0888;Peresznye;Kőszegi;Vas;Nyugat-Dunántúl;Dunántúl;1097;
1545;Regöly;Tamási;Tolna;Dél-Dunántúl;Dunántúl;1245;
1783;Fazekasboda;Pécsváradi;Baranya;Dél-Dunántúl;Dunántúl;991;
1916;Szabolcs;Nyíregyházi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1359;
1663;Sajópetri;Miskolci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1157;
1584;Zengővárkony;Pécsváradi;Baranya;Dél-Dunántúl;Dunántúl;1315;
2528;Alsószentiván;Sárbogárdi;Fejér;Közép-Dunántúl;Dunántúl;1351;
2602;Nagybánhegyes;Mezőkovácsházai;Békés;Dél-Alföld;Alföld és Észak;1265;
1047;Császártöltés;Kiskőrösi;Bács-Kiskun;Dél-Alföld;Alföld és Észak;1181;
0510;Balogunyom;Szombathelyi;Vas;Nyugat-Dunántúl;Dunántúl;2235;
2060;Ikrény;Győri;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;2499;
2580;Hegymagas;Tapolcai;Veszprém;Közép-Dunántúl;Dunántúl;1448;
2770;Tékes;Hegyháti;Baranya;Dél-Dunántúl;Dunántúl;874;
1729;Rábaszentmiklós;Téti;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;1494;
3277;Kocsér;Nagykőrösi;Pest;Pest;Közép-Magyarország;1325;
2428;Zalabér;Zalaszentgróti;Zala;Nyugat-Dunántúl;Dunántúl;1319;
2631;Rém;Jánoshalmai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;1042;
2356;Mezőlak;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;1843;
0984;Hernád;Dabasi;Pest;Pest;Közép-Magyarország;1736;
2445;Bálványos;Siófoki;Somogy;Dél-Dunántúl;Dunántúl;1326;
3234;Almásfüzitő;Komáromi;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;2204;
1595;Cirák;Kapuvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;1477;
2954;Mozsgó;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;1250;
2945;Halastó;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;1524;
1213;Nógrádmegyer;Szécsényi;Nógrád;Észak-Magyarország;Alföld és Észak;718;
2332;Nemescsó;Kőszegi;Vas;Nyugat-Dunántúl;Dunántúl;1625;
0359;Abaújszántó;Gönci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1291;
0947;Nagyhegyes;Hajdúszoboszlói;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;1715;
2498;Decs;Szekszárdi;Tolna;Dél-Dunántúl;Dunántúl;1158;
2784;Homokmégy;Kalocsai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;1245;
1788;Vásárosfalu;Kapuvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;1789;
2553;Györe;Bonyhádi;Tolna;Dél-Dunántúl;Dunántúl;1187;
3006;Szentpéterfölde;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;1414;
2145;Szada;Gödöllői;Pest;Pest;Közép-Magyarország;2503;
2586;Kaposhomok;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;980;
2827;Endrőc;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;980;
0451;Rózsafa;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;811;
3274;Tésenfa;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;724;
0428;Kispirit;Devecseri;Veszprém;Közép-Dunántúl;Dunántúl;1072;
1946;Balatonendréd;Siófoki;Somogy;Dél-Dunántúl;Dunántúl;1520;
0977;Csór;Székesfehérvári;Fejér;Közép-Dunántúl;Dunántúl;2150;
3121;Somogyaszaló;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;1311;
2380;Somogyapáti;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;1050;
1264;Óbánya;Pécsváradi;Baranya;Dél-Dunántúl;Dunántúl;1353;
2053;Dunavarsány;Szigetszentmiklósi;Pest;Pest;Közép-Magyarország;2069;
0408;Hevesvezekény;Hevesi;Heves;Észak-Magyarország;Alföld és Észak;1635;
1491;Mályinka;Kazincbarcikai;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1435;
3106;Szava;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;1057;
3099;Semjénháza;Letenyei;Zala;Nyugat-Dunántúl;Dunántúl;1257;
1380;Kömpöc;Kiskunmajsai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;1044;
0435;Nógrád;Rétsági;Nógrád;Észak-Magyarország;Alföld és Észak;1849;
1603;Kisnamény;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;695;
2970;Felsőgagy;Encsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;729;
2651;Olaszfalu;Zirci;Veszprém;Közép-Dunántúl;Dunántúl;1909;
2564;Sióagárd;Szekszárdi;Tolna;Dél-Dunántúl;Dunántúl;1784;
2595;Nagybaracska;Bajai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;1034;
1272;Csehimindszent;Vasvári;Vas;Nyugat-Dunántúl;Dunántúl;1749;
0683;Kishajmás;Hegyháti;Baranya;Dél-Dunántúl;Dunántúl;647;
3027;Csécse;Pásztói;Nógrád;Észak-Magyarország;Alföld és Észak;1408;
0906;Rápolt;Mátészalkai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;586;
1257;Lenti;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;1635;
1855;Olasz;Bólyi;Baranya;Dél-Dunántúl;Dunántúl;1444;
0884;Baskó;Gönci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1572;
3158;Szentgotthárd;Szentgotthárdi;Vas;Nyugat-Dunántúl;Dunántúl;1520;
1670;Écs;Pannonhalmi;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;2170;
2655;Ömböly;Nyírbátori;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;803;
0500;Irota;Edelényi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1344;
1445;Szentes;Szentesi;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;1730;
2592;Nyírkércs;Baktalórántházai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1414;
0862;Bársonyos;Kisbéri;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;1815;
1565;Győrszemere;Téti;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;2336;
0434;Mórahalom;Mórahalmi;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;1403;
2076;Medgyesbodzás;Mezőkovácsházai;Békés;Dél-Alföld;Alföld és Észak;958;
2858;Áta;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;1440;
2584;Rigács;Sümegi;Veszprém;Közép-Dunántúl;Dunántúl;1044;
0573;Gerjen;Paksi;Tolna;Dél-Dunántúl;Dunántúl;1706;
2855;Erdőkövesd;Pétervásárai;Heves;Észak-Magyarország;Alföld és Észak;1117;
0370;Taktabáj;Tokaji;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;643;
1375;Szanda;Balassagyarmati;Nógrád;Észak-Magyarország;Alföld és Észak;1431;
2621;Szigetmonostor;Szentendrei;Pest;Pest;Közép-Magyarország;1751;
0561;Hetefejércse;Vásárosnaményi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;751;
3204;Táplánszentkereszt;Szombathelyi;Vas;Nyugat-Dunántúl;Dunántúl;2001;
2548;Leányvár;Esztergomi;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;1970;
1864;Göncruszka;Gönci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;983;
2652;Nóráp;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;1566;
2670;Csorvás;Békéscsabai;Békés;Dél-Alföld;Alföld és Észak;1539;
0276;Tápiószőlős;Ceglédi;Pest;Pest;Közép-Magyarország;1508;
1513;Debrecen;Debreceni;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;2046;
0383;Keszü;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;2191;
2889;Geszteréd;Nagykállói;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1235;
0999;Nagykovácsi;Budakeszi;Pest;Pest;Közép-Magyarország;2955;
0851;Sopron;Soproni;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;1439;
1354;Tiszaszalka;Vásárosnaményi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1482;
3324;Hollókő;Szécsényi;Nógrád;Észak-Magyarország;Alföld és Észak;1419;
2120;Lőkösháza;Gyulai;Békés;Dél-Alföld;Alföld és Észak;1308;
3237;Diósviszló;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;950;
3321;Kisnyárád;Mohácsi;Baranya;Dél-Dunántúl;Dunántúl;878;
2992;Maráza;Mohácsi;Baranya;Dél-Dunántúl;Dunántúl;886;
1432;Vaspör;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;1458;
1529;Újszász;Szolnoki;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;1530;
1650;Szaknyér;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;1582;
2004;Bárna;Salgótarjáni;Nógrád;Észak-Magyarország;Alföld és Észak;1226;
0746;Mérk;Mátészalkai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;919;
0904;Szente;Rétsági;Nógrád;Észak-Magyarország;Alföld és Észak;1664;
2977;Gősfa;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;1958;
1357;Budapest; ; ;Budapest;Közép-Magyarország;2508;
0869;Bácsszentgyörgy;Bajai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;832;
1611;Pellérd;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;1678;
2371;Gelej;Mezőcsáti;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1294;
3331;Felsőtold;Pásztói;Nógrád;Észak-Magyarország;Alföld és Észak;1345;
2980;Bezenye;Mosonmagyaróvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;865;
0429;Kacsóta;Szentlőrinci;Baranya;Dél-Dunántúl;Dunántúl;1059;
1378;Kiskorpád;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;1165;
1017;Sajógalgóc;Kazincbarcikai;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1832;
1754;Bocfölde;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;1868;
1230;Hédervár;Mosonmagyaróvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;1939;
3086;Ráksi;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;1695;
2982;Tököl;Szigetszentmiklósi;Pest;Pest;Közép-Magyarország;2070;
3012;Medgyesegyháza;Mezőkovácsházai;Békés;Dél-Alföld;Alföld és Észak;1184;
0463;Tüskevár;Devecseri;Veszprém;Közép-Dunántúl;Dunántúl;1826;
3013;Hercegkút;Sárospataki;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;2005;
1092;Maglód;Vecsési;Pest;Pest;Közép-Magyarország;2243;
0989;Borsosberény;Rétsági;Nógrád;Észak-Magyarország;Alföld és Észak;1800;
2552;Nagyszakácsi;Marcali;Somogy;Dél-Dunántúl;Dunántúl;785;
2682;Alap;Sárbogárdi;Fejér;Közép-Dunántúl;Dunántúl;1658;
1925;Okány;Sarkadi;Békés;Dél-Alföld;Alföld és Észak;1248;
2106;Dunaegyháza;Kunszentmiklósi;Bács-Kiskun;Dél-Alföld;Alföld és Észak;1606;
1355;Nyírtelek;Nyíregyházi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1483;
3092;Csabrendek;Sümegi;Veszprém;Közép-Dunántúl;Dunántúl;1432;
0859;Tab;Tabi;Somogy;Dél-Dunántúl;Dunántúl;1664;
2654;Kup;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;1707;
2066;Mátyus;Vásárosnaményi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;516;
2372;Kótaj;Nyíregyházi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1380;
3075;Petrivente;Letenyei;Zala;Nyugat-Dunántúl;Dunántúl;1340;
